City;CloseDate;EntityIDRoundID;IndustryCode;Industry Group;Industry Segment;Metropolitan Statistical Area;PrimaryRegion;RoundBusStat;RoundClassDescr;State;Subregion;Deals;Number of Deals;Raised
Beachwood;04/12/2011;1,14E+15;Software: Other;Information Technology;Software;Cleveland-Elyria-Mentor, OH;Midwest East;Generating Revenue;Later Stage;OH;;1;1;17.2
Cleveland;4/27/2011;6,12E+16;Healthcare Services: Other;Healthcare;Healthcare Services;Cleveland-Elyria-Mentor, OH;Midwest East;Startup;First Round;OH;;1;1;2.28
Cleveland;4/27/2011;6,14E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Cleveland-Elyria-Mentor, OH;Midwest East;Product Development;Seed Round;OH;;1;1;0.25
Cleveland;05/01/2011;3,59E+16;Surgical Devices;Healthcare;Medical Devices and Equipment;Cleveland-Elyria-Mentor, OH;Midwest East;Generating Revenue;Second Round;OH;;1;1;0.6
Cleveland;05/11/2011;6,08E+16;Medical Software and Information Services: Other;Healthcare;Medical Software and Information Services;Cleveland-Elyria-Mentor, OH;Midwest East;Generating Revenue;Later Stage;OH;;1;1;11.5
Columbus;06/02/2011;6,13E+16;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;Columbus, OH;Midwest East;Clinical Trials - Phase 2;First Round;OH;;1;1;
Cincinnati;06/06/2011;6,14E+15;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Cincinnati-Middletown, OH-KY-GTO;Midwest East;Product Development;Seed Round;OH;;1;1;0.5
Wooster;6/22/2011;6,15E+15;Filters/Membranes;Industrial Goods and Materials;Materials and Chemicals;Wooster, OH;Midwest East;Generating Revenue;First Round;OH;;1;1;11
Columbus;6/23/2011;1,84E+16;Patient Monitoring/Biofeedback;Healthcare;Medical Devices and Equipment;Columbus, OH;Midwest East;Product Development;First Round;OH;;1;1;0.08
Garfield Heights;6/29/2011;57916761366;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;Cleveland-Elyria-Mentor, OH;Midwest East;Product Development;Later Stage;OH;;1;1;
Raleigh;2/18/2011;4,71E+16;Materials and Chemicals: Other;Industrial Goods and Materials;Materials and Chemicals;Raleigh-Cary, NC;South East;Startup;Second Round;OK;;1;1;10.08
Portland;01/07/2011;88644753258;Wired Communications Equipment;Information Technology;Communications and Networking;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Later Stage;OR;;1;1;0.2
Portland;1/26/2011;1,10E+16;Multimedia/Streaming Software;Information Technology;Software;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Corporate;OR;;1;1;
Beaverton;02/04/2011;76880754108;Diagnostic Equipment (Not Imaging);Healthcare;Medical Devices and Equipment;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Later Stage;OR;;1;1;4.41
Tigard;02/08/2011;1,84E+16;General Industrial Machinery;Industrial Goods and Materials;Machinery and Industrial Goods;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Second Round;OR;;1;1;22
Portland;2/24/2011;6,07E+16;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Product Development;Second Round;OR;;1;1;5
Portland;03/11/2011;63747755631;IT Consulting;Business and Financial Services;Business Support Services;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Product Development;Second Round;OR;;1;1;3.71
Beaverton;3/14/2011;1,03E+15;Communications Software;Information Technology;Software;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Later Stage;OR;;1;1;1
Hillsboro;3/18/2011;85556755815;Integrated Circuit Production;Information Technology;Semiconductors;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Product Development;Later Stage;OR;;1;1;10.12
Medford;3/31/2011;3,55E+16;Facilities/Operations Management;Business and Financial Services;Business Support Services;Medford, OR;Pacific Northwest;Generating Revenue;Later Stage;OR;;1;1;10
Lake Oswego;3/31/2011;6,14E+16;Online Communities;Consumer Services;Consumer Information Services;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Profitable;First Round;OR;;1;1;1
Portland;5/20/2011;6,04E+16;Software Development Tools;Information Technology;Software;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Second Round;OR;;1;1;8.62
Beaverton;5/27/2011;6,10E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Second Round;OR;;1;1;10
Portland;6/29/2011;6,15E+16;Clothing/Accessory Retailers;Consumer Services;Retailers;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;First Round;OR;;1;1;2
Breinigsville;1/13/2011;65609753378;Fiberoptic Equipment;Information Technology;Communications and Networking;Allentown-Bethlehem-Easton, PA-GRO;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;50
Pittsburgh;1/19/2011;59761759694;Surgical Devices;Healthcare;Medical Devices and Equipment;Pittsburgh, PA;Mid-Atlantic;Product Development;Later Stage;PA;;1;1;16.88
Philadelphia;1/27/2011;6,15E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;0.84
Pittsburgh;1/28/2011;65304753922;Drug Development Technologies;Healthcare;Biopharmaceuticals;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;1.08
Glen Mills;1/31/2011;6,12E+16;Home Improvement;Consumer Goods;Household and Office Goods;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Product Development;Seed Round;PA;;1;1;0.25
West Chester;2/14/2011;6,12E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Startup;Seed Round;PA;;1;1;0.7
Bala Cynwyd;2/14/2011;6.12E+11;Communications Software;Information Technology;Software;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;0.2
Exton;2/14/2011;6,12E+16;Network/Systems Management Software;Information Technology;Software;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;5
Pittsburgh;2/15/2011;3,54E+16;Multimedia/Streaming Software;Information Technology;Software;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;0.03
Malvern;2/16/2011;1,02E+15;Machinery and Industrial Goods: Other;Industrial Goods and Materials;Machinery and Industrial Goods;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Product Development;Seed Round;PA;;1;1;0.04
Allentown;2/17/2011;96200754732;Fiberoptic Equipment;Information Technology;Communications and Networking;Allentown-Bethlehem-Easton, PA-GRO;Mid-Atlantic;Product Development;First Round;PA;;1;1;14
Philadelphia;2/22/2011;76987759201;Healthcare Administration Software;Healthcare;Medical Software and Information Services;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;4
Bloomsburg;2/23/2011;3,55E+15;Communications Software;Information Technology;Software;Scranton--Wilkes-Barre, PA;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;0.05
Pittsburgh;2/23/2011;2,29E+16;Business Applications Software;Information Technology;Software;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;1.2
Pittsburgh;2/24/2011;6,12E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Pittsburgh, PA;Mid-Atlantic;Product Development;First Round;PA;;1;1;6
Pittsburgh;2/24/2011;95772755063;Search Portals;Consumer Services;Consumer Information Services;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;1.65
Coplay;2/24/2011;6,12E+16;Multimedia/Streaming Software;Information Technology;Software;Allentown-Bethlehem-Easton, PA-GRO;Mid-Atlantic;Product Development;Seed Round;PA;;1;1;0.07
Wyomissing;03/01/2011;1,13E+16;Medical Supplies;Healthcare;Medical Devices and Equipment;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;1.29
Scranton;03/01/2011;86605757485;Materials and Chemicals: Other;Industrial Goods and Materials;Materials and Chemicals;Scranton--Wilkes-Barre, PA;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;0.5
Langhorne;03/02/2011;1,06E+16;Pharmaceuticals;Healthcare;Biopharmaceuticals;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;0.75
Pittsburgh;03/03/2011;3,59E+16;Vertical Market Applications Software;Information Technology;Software;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;1.2
Philadelphia;03/08/2011;75620755342;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Product Development;Later Stage;PA;;1;1;1.01
Philadelphia;3/15/2011;59366755297;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;23.3
Fort Washington;3/21/2011;1,14E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Pre-Clinical Trials;Later Stage;PA;;1;1;11.5
Colmar;3/22/2011;1,10E+16;Electronic Components/Devices;Information Technology;Electronics and Computer Hardware;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;1.6
Conshohocken;3/23/2011;6,13E+16;Business Applications Software;Information Technology;Software;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Product Development;Seed Round;PA;;1;1;0.25
Williamsport;3/31/2011;6,13E+16;Environmental Engineering/Services;Business and Financial Services;Construction and Civil Engineering;Williamsport, PA;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;
Conshohocken;3/31/2011;63945757878;Advertising/Marketing;Business and Financial Services;Business Support Services;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;
Pittsburgh;3/31/2011;92761759307;Medical/Lab Services;Healthcare;Healthcare Services;Pittsburgh, PA;Mid-Atlantic;Profitable;Later Stage;PA;;1;1;1.6
Pittsburgh;3/31/2011;1,11E+16;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;Pittsburgh, PA;Mid-Atlantic;Product Development;Second Round;PA;;1;1;0.96
Wayne;3/31/2011;60744757595;Business Applications Software;Information Technology;Software;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;0.15
Pittsburgh;04/01/2011;3,56E+16;Educational/Training Software;Information Technology;Software;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;0.34
Pittsburgh;04/11/2011;3,54E+16;Diagnostic Imaging Equipment;Healthcare;Medical Devices and Equipment;Pittsburgh, PA;Mid-Atlantic;Product Development;First Round;PA;;1;1;2.39
Fort Washington;4/13/2011;54908758860;Lending;Business and Financial Services;Financial Institutions and Services;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;1.24
Bethlehem;4/20/2011;1,04E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Allentown-Bethlehem-Easton, PA-GRO;Mid-Atlantic;Profitable;Later Stage;PA;;1;1;0.45
Pittsburgh;05/05/2011;56189759285;Educational/Training Software;Information Technology;Software;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;4.5
Yardley;05/06/2011;76663759420;Consumer Electronics;Information Technology;Electronics and Computer Hardware;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Restart;PA;;1;1;8.12
Pittsburgh;05/06/2011;6,14E+16;Business Applications Software;Information Technology;Software;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;3.6
Pittsburgh;05/09/2011;6,08E+16;Human Resources/Recruitment;Business and Financial Services;Business Support Services;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;0.7
Cranberry Township;05/09/2011;60115759213;Vertical Market Applications Software;Information Technology;Software;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;6.2
Malvern;5/13/2011;86043759286;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;30
Malvern;5/20/2011;1,00E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Clinical Trials - Phase 2;Later Stage;PA;;1;1;6
Allentown;5/23/2011;6,14E+16;General Food Products;Consumer Goods;Food and Beverage;Allentown-Bethlehem-Easton, PA-GRO;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;0.05
Reading;5/23/2011;6,14E+14;Consumer Electronics;Information Technology;Electronics and Computer Hardware;Reading, PA;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;0.05
Quakertown;5/25/2011;6,14E+16;Automated Manufacturing Equipment;Information Technology;Electronics and Computer Hardware;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;0.03
Pittsburgh;5/27/2011;2,29E+16;Filters/Membranes;Industrial Goods and Materials;Materials and Chemicals;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;0.73
Conshohocken;06/01/2011;6,15E+16;Business Applications Software;Information Technology;Software;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Product Development;Second Round;PA;;1;1;0.15
Pittsburgh;6/14/2011;3,58E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;35
Lansdale;6/15/2011;3,56E+15;Educational/Training Software;Information Technology;Software;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;PA;;1;1;4.5
Philadelphia;6/22/2011;6,15E+16;Business Applications Software;Information Technology;Software;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Product Development;Seed Round;PA;;1;1;0.2
Boothwyn;6/23/2011;80793761334;Hotels/Gambling;Consumer Services;Travel and Leisure;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Second Round;PA;;1;1;15.5
Philadelphia;6/24/2011;3,59E+16;Entertainment;Consumer Services;Consumer Information Services;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Product Development;First Round;PA;;1;1;0.5
Pittsburgh;6/30/2011;6,15E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Pittsburgh, PA;Mid-Atlantic;Generating Revenue;First Round;PA;;1;1;2.5
West Chester;6/30/2011;6,15E+16;Managed Care;Healthcare;Healthcare Services;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Startup;First Round;PA;;1;1;
Ashaway;04/08/2011;3,54E+16;Data Storage;Information Technology;Electronics and Computer Hardware;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Later Stage;RI;;1;1;1
Columbia;4/29/2011;3,58E+16;Human Resources/Recruitment;Business and Financial Services;Business Support Services;Charleston-North Charleston-Summerville, SC;South East;Generating Revenue;Second Round;SC;;1;1;7.2
Kennett Square;01/03/2011;1,11E+16;IT Consulting;Business and Financial Services;Business Support Services;Philadelphia-Camden-Wilmington, PA-NJ-DE-TLX;Mid-Atlantic;Generating Revenue;Later Stage;TLX;;1;1;3.88
Brentwood;1/20/2011;62245758258;Inpatient Facilities;Healthcare;Healthcare Services;Nashville-Davidson-Murfreesboro, TN;South East;Profitable;Later Stage;TN;;1;1;6
Memphis;1/26/2011;6,12E+16;Drug Discovery/Bioinformatics Software;Healthcare;Medical Software and Information Services;Memphis, TN-MS-CHIH;South East;Generating Revenue;Seed Round;TN;;1;1;0.23
Nashville;03/09/2011;3,56E+16;Elder Care;Healthcare;Healthcare Services;Nashville-Davidson-Murfreesboro, TN;South East;Product Development;First Round;TN;;1;1;3
Memphis;3/25/2011;1,11E+16;Clinical Decision Support;Healthcare;Medical Software and Information Services;Memphis, TN-MS-CHIH;South East;Generating Revenue;Later Stage;TN;;1;1;3
Franklin;3/28/2011;74268758192;Managed Care;Healthcare;Healthcare Services;Nashville-Davidson-Murfreesboro, TN;South East;Profitable;Later Stage;TN;;1;1;4.87
Nashville;3/31/2011;4,71E+15;Inpatient Facilities;Healthcare;Healthcare Services;Nashville-Davidson-Murfreesboro, TN;South East;Generating Revenue;Later Stage;TN;;1;1;0.89
Nashville;04/06/2011;3,56E+16;Healthcare Services: Other;Healthcare;Healthcare Services;Nashville-Davidson-Murfreesboro, TN;South East;Product Development;Second Round;TN;;1;1;1
Franklin;05/10/2011;6,14E+14;Healthcare Administration Software;Healthcare;Medical Software and Information Services;Nashville-Davidson-Murfreesboro, TN;South East;Generating Revenue;First Round;TN;;1;1;
Franklin;06/06/2011;65502760128;Wired Communications Equipment;Information Technology;Communications and Networking;Nashville-Davidson-Murfreesboro, TN;South East;Profitable;Later Stage;TN;;1;1;
Brentwood;6/16/2011;1,15E+16;Health Media/Content;Consumer Services;Media and Content;Nashville-Davidson-Murfreesboro, TN;South East;Generating Revenue;Later Stage;TN;;1;1;5.27
Louisville;6/20/2011;3,58E+15;Diagnostic Imaging Equipment;Healthcare;Medical Devices and Equipment;Louisville, KY-GTO;South East;Product Development;Second Round;TN;;1;1;4.01
Nashville;6/30/2011;6,15E+16;Business Applications Software;Information Technology;Software;Nashville-Davidson-Murfreesboro, TN;South East;Generating Revenue;First Round;TN;;1;1;1
Richardson;01/07/2011;6,13E+16;Diagnostic Imaging Equipment;Healthcare;Medical Devices and Equipment;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;First Round;TX;Dallas-Fort Worth;1;1;2.84
Austin;01/10/2011;60094757877;Computer Systems;Information Technology;Electronics and Computer Hardware;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;0.1
Houston;1/14/2011;2,30E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;Houston-Baytown-Sugar Land, TX;South Central;Profitable;Second Round;TX;;1;1;6
Frisco;1/14/2011;72331753524;Wired Communications Equipment;Information Technology;Communications and Networking;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;ACQ Financing;TX;Dallas-Fort Worth;1;1;10.79
Midland;1/21/2011;6,12E+15;Oil/Gas Exploration and Production;Energy and Utilities;Non-Renewable Energy;Midland, TX;South Central;Startup;First Round;TX;;1;1;50
Austin;1/24/2011;1,02E+16;Procurement/Supply Chain;Business and Financial Services;Business Support Services;Austin-Round Rock, TX;South Central;Generating Revenue;Second Round;TX;Austin Metro;1;1;2
Austin;1/24/2011;86298753381;Software: Other;Information Technology;Software;Austin-Round Rock, TX;South Central;Generating Revenue;Restart;TX;Austin Metro;1;1;4
Austin;1/27/2011;87157753834;Electronic Components/Devices;Information Technology;Electronics and Computer Hardware;Austin-Round Rock, TX;South Central;Product In Beta Test;Later Stage;TX;Austin Metro;1;1;
Austin;1/31/2011;92532753570;Advertising/Marketing;Business and Financial Services;Business Support Services;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;4.6
Dripping Springs;1/31/2011;6,12E+15;Exploration Services/Equipment;Energy and Utilities;Non-Renewable Energy;Austin-Round Rock, TX;South Central;Product Development;Later Stage;TX;Austin Metro;1;1;12
Plano;02/07/2011;6,12E+16;Wireless Communications Equipment;Information Technology;Communications and Networking;Dallas-Fort Worth-Arlington, TX;South Central;Product Development;First Round;TX;Dallas-Fort Worth;1;1;7.4
Austin;02/09/2011;60062753850;Advertising/Marketing;Business and Financial Services;Business Support Services;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;4
Houston;02/11/2011;6,12E+16;Drug Development Technologies;Healthcare;Biopharmaceuticals;Houston-Baytown-Sugar Land, TX;South Central;Product Development;First Round;TX;;1;1;2.8
Lewisville;02/11/2011;6,12E+14;Business Applications Software;Information Technology;Software;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;Seed Round;TX;Dallas-Fort Worth;1;1;0.55
Houston;2/17/2011;6,12E+16;Drug Development Technologies;Healthcare;Biopharmaceuticals;Houston-Baytown-Sugar Land, TX;South Central;Product Development;Individual;TX;;1;1;2.8
Austin;2/18/2011;63334754480;Advertising/Marketing;Business and Financial Services;Business Support Services;Austin-Round Rock, TX;South Central;Profitable;Later Stage;TX;Austin Metro;1;1;1.1
Dallas;2/28/2011;2,29E+16;Internet Service Providers;Information Technology;Communications and Networking;Dallas-Fort Worth-Arlington, TX;South Central;Product Development;First Round;TX;Dallas-Fort Worth;1;1;8.9
Addison;03/03/2011;6,10E+16;Oil/Gas Exploration and Production;Energy and Utilities;Non-Renewable Energy;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;Second Round;TX;Dallas-Fort Worth;1;1;0.27
Austin;03/09/2011;6,08E+16;Recreational/Home Software;Information Technology;Software;Austin-Round Rock, TX;South Central;Generating Revenue;Second Round;TX;Austin Metro;1;1;6.13
Houston;3/28/2011;55033757799;Network/Systems Management Software;Information Technology;Software;Houston-Baytown-Sugar Land, TX;South Central;Generating Revenue;Later Stage;TX;;1;1;12.6
Austin;3/31/2011;2,28E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Austin-Round Rock, TX;South Central;Generating Revenue;Second Round;TX;Austin Metro;1;1;1
Georgetown;3/31/2011;84285758139;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;1.41
Dallas;3/31/2011;6,10E+15;Managed Care;Healthcare;Healthcare Services;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;Second Round;TX;Dallas-Fort Worth;1;1;1
Austin;3/31/2011;1,12E+16;Communications Software;Information Technology;Software;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;8
Austin;04/05/2011;6,13E+16;Business Support Services: Other;Business and Financial Services;Business Support Services;Austin-Round Rock, TX;South Central;Product In Beta Test;First Round;TX;Austin Metro;1;1;2
Plano;04/12/2011;2,31E+16;Communications Software;Information Technology;Software;Dallas-Fort Worth-Arlington, TX;South Central;Product Development;Later Stage;TX;Dallas-Fort Worth;1;1;2.76
Austin;4/26/2011;6,05E+16;Project/Document Collaboration;Business and Financial Services;Business Support Services;Austin-Round Rock, TX;South Central;Generating Revenue;Second Round;TX;Austin Metro;1;1;2
Austin;4/27/2011;2,28E+16;Project/Document Collaboration;Business and Financial Services;Business Support Services;Austin-Round Rock, TX;South Central;Product Development;Later Stage;TX;Austin Metro;1;1;1.5
Austin;4/28/2011;86397759200;Application-Specific Integrated Circuits;Information Technology;Semiconductors;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;8.86
Austin;4/28/2011;97420758631;Network/Systems Management Software;Information Technology;Software;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;25
Irving;4/28/2011;6,13E+16;Business Applications Software;Information Technology;Software;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;Later Stage;TX;Dallas-Fort Worth;1;1;
San Antonio;4/29/2011;6,10E+16;Patient Monitoring/Biofeedback;Healthcare;Medical Devices and Equipment;San Antonio, TX;South Central;Product Development;First Round;TX;;1;1;2.5
Pasadena;4/30/2011;1,07E+16;Biofuels/Biomass;Energy and Utilities;Renewable Energy;Houston-Baytown-Sugar Land, TX;South Central;Product In Beta Test;Later Stage;TX;;1;1;55
Houston;05/04/2011;2,32E+16;Wind/Water and Geothermal Energy;Energy and Utilities;Renewable Energy;Houston-Baytown-Sugar Land, TX;South Central;Product Development;Corporate;TX;;1;1;
Dallas;05/10/2011;3,57E+16;Institutional Investment Services;Business and Financial Services;Financial Institutions and Services;Dallas-Fort Worth-Arlington, TX;South Central;Product Development;First Round;TX;Dallas-Fort Worth;1;1;3
Addison;05/10/2011;54137759710;Outpatient Facilities;Healthcare;Healthcare Services;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;Later Stage;TX;Dallas-Fort Worth;1;1;0.4
Austin;05/12/2011;6,05E+16;Application-Specific Integrated Circuits;Information Technology;Semiconductors;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;4
Austin;5/19/2011;6,14E+16;Online Communities;Consumer Services;Consumer Information Services;Austin-Round Rock, TX;South Central;Product Development;First Round;TX;Austin Metro;1;1;1
Austin;5/20/2011;6,11E+16;Shopping Facilitators;Consumer Services;Consumer Information Services;Austin-Round Rock, TX;South Central;Generating Revenue;Second Round;TX;Austin Metro;1;1;10
Austin;5/20/2011;6,14E+16;Renewable Energy: TBA;Energy and Utilities;Renewable Energy;Austin-Round Rock, TX;South Central;Generating Revenue;First Round;TX;Austin Metro;1;1;4
San Antonio;5/20/2011;3,57E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;San Antonio, TX;South Central;Clinical Trials - Generic;Later Stage;TX;;1;1;4.7
Plano;5/26/2011;6,14E+16;Environmental Engineering/Services;Business and Financial Services;Construction and Civil Engineering;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;First Round;TX;Dallas-Fort Worth;1;1;0.84
Houston;5/26/2011;76659760378;Business Applications Software;Information Technology;Software;Houston-Baytown-Sugar Land, TX;South Central;Generating Revenue;Later Stage;TX;;1;1;5.08
Richardson;5/26/2011;82327759805;Multimedia/Streaming Software;Information Technology;Software;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;Later Stage;TX;Dallas-Fort Worth;1;1;40
Grand Prairie;5/27/2011;4,70E+16;Pharmaceuticals;Healthcare;Biopharmaceuticals;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;Later Stage;TX;Dallas-Fort Worth;1;1;13.55
Austin;5/31/2011;75928760415;Electronic Components/Devices;Information Technology;Electronics and Computer Hardware;Austin-Round Rock, TX;South Central;Generating Revenue;Later Stage;TX;Austin Metro;1;1;13.52
Austin;06/06/2011;6,14E+16;Shopping Facilitators;Consumer Services;Consumer Information Services;Austin-Round Rock, TX;South Central;Generating Revenue;First Round;TX;Austin Metro;1;1;1
Irving;06/07/2011;6,14E+16;Healthcare Administration Software;Healthcare;Medical Software and Information Services;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;First Round;TX;Dallas-Fort Worth;1;1;
Dallas;06/09/2011;3,53E+16;Clothing/Accessories;Consumer Goods;Personal Goods;Dallas-Fort Worth-Arlington, TX;South Central;Generating Revenue;Later Stage;TX;Dallas-Fort Worth;1;1;5
Austin;06/10/2011;6,06E+16;Wireless Communications Equipment;Information Technology;Communications and Networking;Austin-Round Rock, TX;South Central;Product Development;Second Round;TX;Austin Metro;1;1;10
