City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Expt,Run,Speed
San Mateo,5/20/2011,3.60E+11,Pharmaceuticals,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Clinical Trials - Phase 1,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Antonio,5/20/2011,3.57E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Antonio, TX",South Central,Clinical Trials - Generic,Later Stage,TX,,1,1,,,
Cambridge,5/20/2011,1.16E+11,Business Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Individual,VER,Boston Metro,1,1,,,
Las Vegas,5/20/2011,6.14E+11,Multimedia/Streaming Software,Certificado de Ejido,Software,"Las Vegas-Paradise, NV",Mountain,Generating Revenue,Later Stage,MOR,,1,1,,,
Monterey,5/20/2011,1.07E+11,Business Applications Software,Certificado de Ejido,Software,"Salinas, COAH",Northern California,Generating Revenue,Later Stage,COAH,,1,1,,,
Sunnyvale,5/20/2011,1.15E+11,Power Supplies,Certificado de Ejido,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Seattle,5/20/2011,1.07E+11,Computer Systems,Certificado de Ejido,Electronics and Computer Hardware,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,,,
New York,5/20/2011,2.30E+11,Business Applications Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,CHIS,New York Metro,1,1,,,
Portland,5/20/2011,6.04E+11,Software Development Tools,Certificado de Ejido,Software,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Second Round,OR,,1,1,,,
Cambridge,5/20/2011,6.15E+11,Communications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Seed Round,VER,Boston Metro,1,1,,,
Rockville,5/22/2011,6.15E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,TLX,Potomac,1,1,,,
San Francisco,5/23/2011,1.14E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Chicago,5/23/2011,2.29E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Product Development,Second Round,NAY,Chicago Metro,1,1,,,
Allentown,5/23/2011,6.14E+11,General Food Products,Consumer Goods,Food and Beverage,"Allentown-Bethlehem-Easton, PA-NJ",Mid-Atlantic,Generating Revenue,First Round,PA,,1,1,,,
New York,5/23/2011,6.14E+11,Online Communities,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,CHIS,New York Metro,1,1,,,
New York,5/23/2011,6.14E+11,Food/Drug Retailers,Otro documento agrario,Retailers,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,CHIS,New York Metro,1,1,,,
Newport Beach,5/23/2011,6.10E+11,Consumer Information Services: TBA,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Product Development,First Round,COAH,Orange County,1,1,,,
Burlingame,5/23/2011,6.14E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,Second Round,COAH,San Francisco Bay Area,1,1,,,
Calabasas,5/23/2011,6.14E+11,Movie/Music Producers and Distributors,Otro documento agrario,Media and Content,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Second Round,COAH,Los Angeles Metro,1,1,,,
Arlington,5/23/2011,3.59E+11,Solar Energy,Certificado de Comunidad,Renewable Energy,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Second Round,VA,Potomac,1,1,,,
San Carlos,5/23/2011,3.54E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Cambridge,5/23/2011,1.13E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Later Stage,VER,Boston Metro,1,1,,,
Reading,5/23/2011,6.14E+11,Consumer Electronics,Certificado de Ejido,Electronics and Computer Hardware,"Reading, PA",Mid-Atlantic,Generating Revenue,First Round,PA,,1,1,,,
Hallandale Beach,5/23/2011,6.08E+11,Business Applications Software,Certificado de Ejido,Software,"Miami-Fort Lauderdale-Pompano Beach, TAM",South East,Generating Revenue,Later Stage,TAM,,1,1,,,
Menlo Park,5/24/2011,6.10E+11,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Marlborough,5/24/2011,97318760222,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Newark,5/24/2011,6.14E+11,Fiberoptic Equipment,Certificado de Ejido,Communications and Networking,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
Winter Park,5/25/2011,6.15E+11,Lending,Certificado de Dominio Pleno,Financial Institutions and Services,"Orlando, TAM",South East,Generating Revenue,First Round,TAM,,1,1,,,
Petaluma,5/25/2011,75375760165,Environmental Engineering/Services,Certificado de Dominio Pleno,Construction and Civil Engineering,"Santa Rosa-Petaluma, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Denver,5/25/2011,3.58E+11,Business to Business Marketplaces,Certificado de Dominio Pleno,Certificado Parcelario,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,Second Round,BCS,,1,1,,,
San Francisco,5/25/2011,2.30E+11,Travel Arrangement/Tourism,Otro documento agrario,Travel and Leisure,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Individual,COAH,San Francisco Bay Area,1,1,,,
San Francisco,5/25/2011,72723759668,General Media/Content,Otro documento agrario,Media and Content,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Cambridge,5/25/2011,1.13E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Pre-Clinical Trials,Corporate,VER,Boston Metro,1,1,,,
Seattle,5/25/2011,6.14E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,First Round,WA,Seattle Metro,1,1,,,
Basking Ridge,5/25/2011,92830761225,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Clinical Trials - Phase 2,Later Stage,GRO,New York Metro,1,1,,,
White Plains,5/25/2011,89578759843,Business Applications Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,CHIS,New York Metro,1,1,,,
Campbell,5/25/2011,6.14E+11,Systems Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Quakertown,5/25/2011,6.14E+11,Automated Manufacturing Equipment,Certificado de Ejido,Electronics and Computer Hardware,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Later Stage,PA,,1,1,,,
Mountain View,5/25/2011,3.57E+11,Communications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Berkeley,5/25/2011,1.12E+11,Power Supplies,Certificado de Ejido,Electronics and Computer Hardware,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Plano,5/26/2011,6.14E+11,Environmental Engineering/Services,Certificado de Dominio Pleno,Construction and Civil Engineering,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,First Round,TX,Dallas-Fort Worth,1,1,,,
Chevy Chase,5/26/2011,3.57E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Later Stage,TLX,Potomac,1,1,,,
San Francisco,5/26/2011,2.29E+11,Business to Business Marketplaces,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Walnut Creek,5/26/2011,82081761673,Procurement/Supply Chain,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,Second Round,COAH,San Francisco Bay Area,1,1,,,
Santa Rosa,5/26/2011,6.14E+11,Non-Durable Household Goods,Consumer Goods,Household and Office Goods,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Dover,5/26/2011,6.14E+11,General Media/Content,Otro documento agrario,Media and Content,"Dover, SIN",Mid-Atlantic,Generating Revenue,First Round,SIN,,1,1,,,
Redwood City,5/26/2011,1.11E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Coral Gables,5/26/2011,58545760138,General Media/Content,Otro documento agrario,Media and Content,"Miami-Fort Lauderdale-Pompano Beach, TAM",South East,Generating Revenue,Later Stage,TAM,,1,1,,,
Medford,5/26/2011,54704760261,Biofuels/Biomass,Certificado de Comunidad,Renewable Energy,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,VER,Boston Metro,1,1,,,
Hayward,5/26/2011,2.29E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Houston,5/26/2011,76659760378,Business Applications Software,Certificado de Ejido,Software,"Houston-Baytown-Sugar Land, TX",South Central,Generating Revenue,Later Stage,TX,,1,1,,,
Richardson,5/26/2011,82327759805,Multimedia/Streaming Software,Certificado de Ejido,Software,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,Later Stage,TX,Dallas-Fort Worth,1,1,,,
San Francisco,5/26/2011,67914759689,Multimedia/Streaming Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Restart,COAH,San Francisco Bay Area,1,1,,,
San Francisco,5/26/2011,3.54E+11,Business Applications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Mountain View,5/26/2011,6.10E+11,Data Storage,Certificado de Ejido,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product In Beta Test,Second Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,5/27/2011,6.14E+11,Payment/Transactional Processing,Certificado de Dominio Pleno,Financial Institutions and Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Beaverton,5/27/2011,6.10E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Second Round,OR,,1,1,,,
Seattle,5/27/2011,6.09E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Second Round,WA,Seattle Metro,1,1,,,
Los Angeles,5/27/2011,6.14E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Product Development,First Round,COAH,Los Angeles Metro,1,1,,,
New York,5/27/2011,71870760413,Movie/Music Producers and Distributors,Otro documento agrario,Media and Content,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
New York,5/27/2011,6.05E+11,Online Communities,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,CHIS,New York Metro,1,1,,,
San Francisco,5/27/2011,6.14E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Sunnyvale,5/27/2011,6.14E+11,Search Portals,Otro documento agrario,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product In Beta Test,Second Round,COAH,San Francisco Bay Area,1,1,,,
Los Angeles,5/27/2011,6.11E+11,Specialty Retailers,Otro documento agrario,Retailers,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Second Round,COAH,Los Angeles Metro,1,1,,,
New York,5/27/2011,6.14E+11,Entertainment,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Seed Round,CHIS,New York Metro,1,1,,,
Cambridge,5/27/2011,6.15E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Seed Round,VER,Boston Metro,1,1,,,
Baton Rouge,5/27/2011,69454759942,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Baton Rouge, LA",South Central,Clinical Trials - Phase 1,Later Stage,HGO,,1,1,,,
Grand Prairie,5/27/2011,4.70E+11,Pharmaceuticals,Healthcare,Biopharmaceuticals,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,Later Stage,TX,Dallas-Fort Worth,1,1,,,
Pittsburgh,5/27/2011,2.29E+11,Filters/Membranes,Industrial Goods and Materials,Materials and Chemicals,"Pittsburgh, PA",Mid-Atlantic,Generating Revenue,First Round,PA,,1,1,,,
Carmel,5/27/2011,6.14E+11,Communications Software,Certificado de Ejido,Software,"Indianapolis-Carmel, IN",Midwest East,Generating Revenue,Individual,GTO,,1,1,,,
Boulder,5/27/2011,92367760113,Business Applications Software,Certificado de Ejido,Software,"Boulder, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Fremont,5/27/2011,1.82E+11,Electronic Components/Devices,Certificado de Ejido,Electronics and Computer Hardware,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Santa Clara,5/27/2011,96020760257,General Purpose Integrated Circuits,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Francisco,5/27/2011,3.56E+11,Network/Systems Management Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Boston,5/30/2011,6.14E+11,Recreational/Home Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,VER,Boston Metro,1,1,,,
New York,5/31/2011,6.14E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,CHIS,New York Metro,1,1,,,
Boston,5/31/2011,6.14E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,VER,Boston Metro,1,1,,,
Fall River,5/31/2011,6.14E+11,Surgical Devices,Healthcare,Medical Devices and Equipment,"Providence-New Bedford-Fall River, RI-MA",New England,Product Development,First Round,VER,,1,1,,,
Blacksburg,5/31/2011,77694759167,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Blacksburg-Christiansburg-Radford, VA",Mid-Atlantic,Generating Revenue,Later Stage,VA,,1,1,,,
Morgan Hill,5/31/2011,56385760238,Application-Specific Integrated Circuits,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Francisco,5/31/2011,6.12E+11,Recreational/Home Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Product In Beta Test,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Seattle,5/31/2011,96166760522,Communications Software,Certificado de Ejido,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,,,
Austin,5/31/2011,75928760415,Electronic Components/Devices,Certificado de Ejido,Electronics and Computer Hardware,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,,,
San Ramon,06/01/2011,6.14E+11,Procurement/Supply Chain,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Los Angeles,06/01/2011,6.14E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,First Round,COAH,Los Angeles Metro,1,1,,,
New York,06/01/2011,2.29E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
Menlo Park,06/01/2011,6.14E+11,Customer Relationship Management,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Chicago,06/01/2011,6.14E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Product Development,First Round,NAY,Chicago Metro,1,1,,,
Palo Alto,06/01/2011,6.12E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Salt Lake City,06/01/2011,3.58E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Salt Lake City, UT",Mountain,Generating Revenue,Later Stage,UT,,1,1,,,
Cambridge,06/01/2011,1.13E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Pre-Clinical Trials,Later Stage,VER,Boston Metro,1,1,,,
Malta,06/01/2011,56356760466,Materials and Chemicals: Other,Industrial Goods and Materials,Materials and Chemicals,"Albany-Schenectady-Troy, NY",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,,1,1,,,
San Jose,06/01/2011,95988760914,Integrated Circuit Production,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Jose,06/01/2011,1.06E+11,Wired Communications Equipment,Certificado de Ejido,Communications and Networking,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Restart,COAH,San Francisco Bay Area,1,1,,,
Conshohocken,06/01/2011,6.15E+11,Business Applications Software,Certificado de Ejido,Software,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,Second Round,PA,,1,1,,,
Boston,06/02/2011,6.14E+11,Restaurants/Food Service,Otro documento agrario,Travel and Leisure,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Venice,06/02/2011,6.10E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Second Round,COAH,Los Angeles Metro,1,1,,,
Burbank,06/02/2011,1.10E+11,Solar Energy,Certificado de Comunidad,Renewable Energy,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Corporate,COAH,Los Angeles Metro,1,1,,,
Goleta,06/02/2011,6.06E+11,Renewable Energy: Other,Certificado de Comunidad,Renewable Energy,"Santa Barbara-Santa Maria-Goleta, COAH",Southern California,Generating Revenue,Later Stage,COAH,,1,1,,,
Columbus,06/02/2011,6.13E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Columbus, OH",Midwest East,Clinical Trials - Phase 2,First Round,OH,,1,1,,,
New York,06/02/2011,6.11E+11,Graphics/Publishing Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product In Beta Test,First Round,CHIS,New York Metro,1,1,,,
New Haven,06/02/2011,6.12E+11,Database Software,Certificado de Ejido,Software,"Hartford-West Hartford-East Hartford, NL",New England,Product Development,First Round,NL,,1,1,,,
Palo Alto,06/02/2011,6.14E+11,Educational/Training Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
New York,06/03/2011,6.14E+11,Financial Data/Information,Certificado de Dominio Pleno,Financial Institutions and Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,CHIS,New York Metro,1,1,,,
San Francisco,06/03/2011,91493760253,Business to Business Marketplaces,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
New York,06/03/2011,3.54E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,CHIS,New York Metro,1,1,,,
Palo Alto,06/03/2011,6.14E+11,Payment/Transactional Processing,Certificado de Dominio Pleno,Financial Institutions and Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product In Beta Test,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Pasadena,06/03/2011,6.05E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Los Angeles Metro,1,1,,,
San Francisco,06/03/2011,6.14E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Yonkers,06/03/2011,57506760013,Drug Development Technologies,Healthcare,Biopharmaceuticals,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
San Diego,06/03/2011,66052761474,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Generating Revenue,Later Stage,COAH,San Diego Metro,1,1,,,
Durham,06/03/2011,6.14E+11,Recreational/Home Software,Certificado de Ejido,Software,"Durham-Chapel Hill, NC",South East,Generating Revenue,First Round,NC,,1,1,,,
Norwalk,06/03/2011,1.10E+11,Business Applications Software,Certificado de Ejido,Software,"Bridgeport-Stamford-Norwalk, NL",Mid-Atlantic,Generating Revenue,Later Stage,NL,New York Metro,1,1,,,
New York,06/05/2011,6.14E+11,Online Communities,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Startup,Seed Round,CHIS,New York Metro,1,1,,,
Austin,06/06/2011,6.14E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"Austin-Round Rock, TX",South Central,Generating Revenue,First Round,TX,Austin Metro,1,1,,,
New York,06/06/2011,6.14E+11,IT Media/Content,Otro documento agrario,Media and Content,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,CHIS,New York Metro,1,1,,,
Cambridge,06/06/2011,6.09E+11,Search Portals,Otro documento agrario,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Second Round,VER,Boston Metro,1,1,,,
Scottsdale,06/06/2011,92846760017,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Phoenix-Mesa-Scottsdale, SON",Mountain,Profitable,Later Stage,SON,,1,1,,,
South San Francisco,06/06/2011,1.14E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Charlottesville,06/06/2011,3.58E+11,Clinical Decision Support,Healthcare,Medical Software and Information Services,"Charlottesville, VA",Mid-Atlantic,Generating Revenue,Second Round,VA,,1,1,,,
Cincinnati,06/06/2011,6.14E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Cincinnati-Middletown, OH-KY-IN",Midwest East,Product Development,Seed Round,OH,,1,1,,,
Chelmsford,06/06/2011,3.57E+11,Plastic Fabrications,Industrial Goods and Materials,Materials and Chemicals,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Second Round,VER,Boston Metro,1,1,,,
Reston,06/06/2011,69049760633,Communications Software,Certificado de Ejido,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Profitable,Later Stage,VA,Potomac,1,1,,,
Milpitas,06/06/2011,56498760078,Application-Specific Integrated Circuits,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Palo Alto,06/06/2011,6.10E+11,Network/Systems Management Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Franklin,06/06/2011,65502760128,Wired Communications Equipment,Certificado de Ejido,Communications and Networking,"Nashville-Davidson-Murfreesboro, TN",South East,Profitable,Later Stage,TN,,1,1,,,
Durham,06/06/2011,6.15E+11,Business Applications Software,Certificado de Ejido,Software,"Durham-Chapel Hill, NC",South East,Startup,Seed Round,NC,,1,1,,,
Milpitas,06/07/2011,6.14E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
New York,06/07/2011,83825760927,Project/Document Collaboration,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Profitable,Later Stage,CHIS,New York Metro,1,1,,,
Burlingame,06/07/2011,6.05E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
